title,authors,genre,subjects,avg_rating,ratings_count,year,pages,isbn,source,content,publication_year,cluster
mier Miasta,Władysław Szpilman,Music,"Biography; Jews; Holocaust, Jewish (1939-1945); Jewish musicians; Personal narratives; World War, 1939-1945",4.375,8.0,1946.0,222.0,1407213342,OpenLibraryAPI,mier miasta w adys aw szpilman music biography jews holocaust jewish jewish musicians personal narratives world war ,,7
Of Human Bondage,William Somerset Maugham,Music,"People with disabilities, fiction; Orphans, fiction; Physically handicapped, fiction; Bildungsromans; British and Irish fiction (fictional works by one author); Physicians, fiction",4.1666665,12.0,1915.0,589.0,1544225695,OpenLibraryAPI,of human bondage william somerset maugham music people with disabilities fiction orphans fiction physically handicapped fiction bildungsromans british and irish fiction fictional works by one author physicians fiction,,1
Der Passauer Domorgel,Unknown,Music,Passauer Dom -- Organ; Organ (Musical instrument) -- Germany -- Passau,5.0,5.0,1981.0,21.0,,OpenLibraryAPI,der passauer domorgel unknown music passauer dom organ organ musical instrument germany passau,,7
Love Is a Mix Tape,Rob Sheffield,Music,Popular music; Journalists; History and criticism; Music critics; Biography; Rock music,4.6666665,6.0,2007.0,240.0,0749928751,OpenLibraryAPI,love is a mix tape rob sheffield music popular music journalists history and criticism music critics biography rock music,,7
How Music Got Free,Stephen Witt,Music,Downloading of data; Corrupt practices; MP3 (Audio coding standard); Sound recording industry; Music and the Internet; Music trade,4.6666665,6.0,2015.0,304.0,9780698152526,OpenLibraryAPI,how music got free stephen witt music downloading of data corrupt practices mp audio coding standard sound recording industry music and the internet music trade,,7
La Petite Sirene (French Well Loved Tales),"Hans Christian Andersen, Yayoi Kusama, Bernadette Watts",Music,"Contes danois; Fairy tales; Mermaids; Fiction; Children's stories, Danish; Translations into English",4.6666665,6.0,1935.0,45.0,9781782692492,OpenLibraryAPI,la petite sirene french well loved tales hans christian andersen yayoi kusama bernadette watts music contes danois fairy tales mermaids fiction children s stories danish translations into english,,7
This Lullaby,Sarah Dessen,Music,Juvenile Fiction; Bands (Music); Dating (Social customs); Relaciones interpersonales; Rock groups; Interpersonal relations,4.428571,7.0,2002.0,345.0,1101176695,OpenLibraryAPI,this lullaby sarah dessen music juvenile fiction bands music dating social customs relaciones interpersonales rock groups interpersonal relations,,7
"To Sir, With Love",E. R. Braithwaite,Music,"Black Teachers; Blacks; Correspondence, reminiscences; Fiction; Poor youth; Social conditions",4.285714,7.0,1959.0,189.0,9780515069686,OpenLibraryAPI,to sir with love e r braithwaite music black teachers blacks correspondence reminiscences fiction poor youth social conditions,,7
The Dirt,Neil Strauss,Music,"Motley Crue; Music; Biography; Rock groups; Rock musicians, biography; nyt:paperback-nonfiction=2019-04-14",4.125,8.0,2002.0,464.0,0060989157,OpenLibraryAPI,the dirt neil strauss music motley crue music biography rock groups rock musicians biography nyt paperback nonfiction ,,7
The way I am,Eminem (Musician),Music,"Biography; Rap musicians; Rap music; nyt:hardcover-nonfiction=2008-11-09; New York Times bestseller; Rap musicians, biography",4.6,5.0,2008.0,201.0,052595032X,OpenLibraryAPI,the way i am eminem musician music biography rap musicians rap music nyt hardcover nonfiction new york times bestseller rap musicians biography,,7
Being a green mother,Piers Anthony,Music,Fantasy fiction; Prophecies; Musicians; Music; Fiction; Fantasy,4.125,8.0,1987.0,317.0,9780586070956,OpenLibraryAPI,being a green mother piers anthony music fantasy fiction prophecies musicians music fiction fantasy,,1
Angry Blonde,Eminem,Music,Rap (Music); Texts; Rap (music),5.0,4.0,2000.0,154.0,9780060934514,OpenLibraryAPI,angry blonde eminem music rap music texts rap music ,,7
The splendour of South Indian music,P. T. Chelladurai,Music,Carnatic music; History and criticism; Music; Ragas,5.0,4.0,1991.0,455.0,,OpenLibraryAPI,the splendour of south indian music p t chelladurai music carnatic music history and criticism music ragas,,7
Parthenia in-violata or Mayden-musicke for the Virginall and Bass-viol,Unknown,Music,Viola da gamba and harpsichord music.,5.0,4.0,1961.0,103.0,,OpenLibraryAPI,parthenia in violata or mayden musicke for the virginall and bass viol unknown music viola da gamba and harpsichord music ,,7
She Stoops To Conquer,Oliver Goldsmith,Music,British and irish drama (dramatic works by one author); English drama; English drama (Comedy); Drama; Librettos; Musicals,5.0,4.0,1773.0,98.0,9781018564173,OpenLibraryAPI,she stoops to conquer oliver goldsmith music british and irish drama dramatic works by one author english drama english drama comedy drama librettos musicals,,7
"The Wicked + The Divine, Vol. 1",Kieron Gillen,Music,"Gods; Graphic novels; Fantasy comic books, strips; Comic books, strips; Science fiction comic books, strips; Comics & graphic novels, fantasy",4.0,10.0,2014.0,176.0,9781632150196,OpenLibraryAPI,the wicked the divine vol kieron gillen music gods graphic novels fantasy comic books strips comic books strips science fiction comic books strips comics graphic novels fantasy,,7
I Was Born for This,Alice Oseman,Music,"Children's fiction; Readers; nyt:young-adult-hardcover=2022-11-06; New York Times bestseller; Children's, young adult and educational / Children's and young adult fiction and true stories / Romance and relationships stories (Children's/YA); YOUNG ADULT FICTION",4.3333335,6.0,2018.0,400.0,9780008244101,OpenLibraryAPI,i was born for this alice oseman music children s fiction readers nyt young adult hardcover new york times bestseller children s young adult and educational children s and young adult fiction and true stories romance and relationships stories children s ya young adult fiction,,8
"How I survived bullies, broccoli and Snake Hill","James Patterson, Christopher Tebbetts",Music,Humorous stories; JUVENILE FICTION / Humorous Stories; Popularity; Fiction; Camps; Bullies,4.428571,7.0,2013.0,323.0,9781619698062,OpenLibraryAPI,how i survived bullies broccoli and snake hill james patterson christopher tebbetts music humorous stories juvenile fiction humorous stories popularity fiction camps bullies,,1
The Barrytown Trilogy,Roddy Doyle,Music,Fiction; Bands (Music); Soul musicians; Musical fiction; soul music; gigs,3.75,12.0,1992.0,633.0,9780749396466,OpenLibraryAPI,the barrytown trilogy roddy doyle music fiction bands music soul musicians musical fiction soul music gigs,,7
Where She Went,Gayle Forman,Music,Rock music; Interpersonal relations; Violoncello; Emotional problems; Fiction; Grief,3.7692308,13.0,2011.0,284.0,0142420891,OpenLibraryAPI,where she went gayle forman music rock music interpersonal relations violoncello emotional problems fiction grief,,7
HARRY and the Lady Next Door,Gene Zion,Music,"Dogs; Fiction; Juvenile fiction; Singing; Children's fiction; Dogs, fiction",4.0,9.0,1960.0,62.0,0064440087,OpenLibraryAPI,harry and the lady next door gene zion music dogs fiction juvenile fiction singing children s fiction dogs fiction,,1
"The Wicked + The Divine, Vol. 7",Kieron Gillen,Music,"Reincarnation; Gods; Celebrities; Comic books, strips; Comics & graphic novels, fantasy; Popular music",4.4,5.0,2018.0,208.0,9781534308404,OpenLibraryAPI,the wicked the divine vol kieron gillen music reincarnation gods celebrities comic books strips comics graphic novels fantasy popular music,,7
The lady of the lake,Sir Walter Scott,Music,Sir Walter Scott; Poem; Writing; Publisher; American; H. M. Caldwell Co.,3.6363637,11.0,1800.0,233.0,9781872010403,OpenLibraryAPI,the lady of the lake sir walter scott music sir walter scott poem writing publisher american h m caldwell co ,,7
The CITY OF GOLD AND LEAD,"Sam Youd, John Christopher",Music,Science fiction; Juvenile fiction; Extraterrestrial beings; Juvenile literature; Children's stories; Large type books,4.1666665,6.0,1967.0,207.0,1481414763,OpenLibraryAPI,the city of gold and lead sam youd john christopher music science fiction juvenile fiction extraterrestrial beings juvenile literature children s stories large type books,,1
The missing violin,Sue Lantz Goldhaber,Music,Fiction; Music; Dogs; Children,4.75,4.0,2001.0,,0021851409,OpenLibraryAPI,the missing violin sue lantz goldhaber music fiction music dogs children,,7
Nurtured by Love,Shinichi Suzuki,Music,Education of children; Instruction and study; Music; Education,4.75,4.0,1969.0,121.0,0909698147,OpenLibraryAPI,nurtured by love shinichi suzuki music education of children instruction and study music education,,7
Farlig midsommar,Tove Jansson,Music,"Fairy tales; Children's fiction; Summer, fiction; Fantasy fiction; Adventure and adventurers, fiction; Children's stories, Swedish",4.75,4.0,1955.0,160.0,0312608918,OpenLibraryAPI,farlig midsommar tove jansson music fairy tales children s fiction summer fiction fantasy fiction adventure and adventurers fiction children s stories swedish,,1
The art of enjoying music,Sigmund Gottfried Spaeth,Music,"Musique; Textbooks; Analysis, appreciation; Handbooks, manuals; Music appreciation; Music",4.4,5.0,1933.0,451.0,,OpenLibraryAPI,the art of enjoying music sigmund gottfried spaeth music musique textbooks analysis appreciation handbooks manuals music appreciation music,,7
The Visitor,Katherine Applegate,Music,American Science fiction; Science fiction; Supernatural; Extraterrestrial beings; Changelings; Fiction,4.4,5.0,1996.0,192.0,0606090037,OpenLibraryAPI,the visitor katherine applegate music american science fiction science fiction supernatural extraterrestrial beings changelings fiction,,1
Melodie the Music Fairy,Daisy Meadows,Music,Fairies; Juvenile fiction; Music; Kirsty Tate (Fictitious character); Magic; Fiction,4.1666665,6.0,1985.0,71.0,0545356865,OpenLibraryAPI,melodie the music fairy daisy meadows music fairies juvenile fiction music kirsty tate fictitious character magic fiction,,7
La Poetica,Aristotle,Music,"Metaphysics; Early works to 1800; Metaphysica (Aristoteles); Rhetoric, ancient; Ethics, greece; Athens (greece), politics and government",3.6666667,12.0,1479.0,312.0,9780674993570,OpenLibraryAPI,la poetica aristotle music metaphysics early works to metaphysica aristoteles rhetoric ancient ethics greece athens greece politics and government,,7
"The Wicked + The Divine, Vol. 6",Kieron Gillen,Music,"Reincarnation; Gods; Celebrities; Comic books, strips; Comics & graphic novels, fantasy; Popular music",4.2,5.0,2018.0,168.0,1534304738,OpenLibraryAPI,the wicked the divine vol kieron gillen music reincarnation gods celebrities comic books strips comics graphic novels fantasy popular music,,7
Die Geburt der Tragdie,Friedrich Nietzsche,Music,Aesthetics; The Tragic; History and criticism; Music; Greek drama (Tragedy); Tragedy,3.875,8.0,1872.0,206.0,9783458327127,OpenLibraryAPI,die geburt der tragdie friedrich nietzsche music aesthetics the tragic history and criticism music greek drama tragedy tragedy,,7
Pete the Cat,"Eric Litwin, James Dean",Music,Shoes; Color; nyt:picture_books=2011-07-02; Fiction; Cats; New York Times bestseller,3.55,20.0,2008.0,32.0,0007553641,OpenLibraryAPI,pete the cat eric litwin james dean music shoes color nyt picture books fiction cats new york times bestseller,,7
The hallelujah side,Rhoda Huffey,Music,Fiction; Singers; Pentecostals; Girls; Rock music fans; New York Times reviewed,3.6666667,9.0,1999.0,262.0,9781883285173,OpenLibraryAPI,the hallelujah side rhoda huffey music fiction singers pentecostals girls rock music fans new york times reviewed,,7
Please kill me,"Legs McNeil, Gillian McCain",Music,"Interviews; Rock musicians; Punk rock music; Punk culture; History and criticism; Rock music, history and criticism",4.0,8.0,1997.0,525.0,9780802142641,OpenLibraryAPI,please kill me legs mcneil gillian mccain music interviews rock musicians punk rock music punk culture history and criticism rock music history and criticism,,7
Who Was Wolfgang Amadeus Mozart,Yona Zeldis McDonough,Music,Composers; Juvenile literature; Biography; Europe; JUVENILE NONFICTION; Classical,4.5,4.0,2003.0,109.0,9780606288309,OpenLibraryAPI,who was wolfgang amadeus mozart yona zeldis mcdonough music composers juvenile literature biography europe juvenile nonfiction classical,,7
Green Eggs and Ham (Dr. Seuss),Robert Kapilow,Music,Vocal duets with instrumental ensemble; Vocal scores with piano; Musical settings; Chamber music; Orchestra; Vocal music,4.5,4.0,1996.0,52.0,0793548470,OpenLibraryAPI,green eggs and ham dr seuss robert kapilow music vocal duets with instrumental ensemble vocal scores with piano musical settings chamber music orchestra vocal music,,7
Bloom,"Kevin Panetta, Savanna Ganucheau",Music,"Children's fiction; LGBTQ graphic novels; LGBTQ young adult; Bakeries; Comic books, strips; Bakery employees",4.2,5.0,2019.0,368.0,5001956218,OpenLibraryAPI,bloom kevin panetta savanna ganucheau music children s fiction lgbtq graphic novels lgbtq young adult bakeries comic books strips bakery employees,,7
Losing My Virginity,Richard Branson,Music,Airlines; Biography; Businesspeople; Music trade; Virgin Group; Ondernemerschap,4.2,5.0,1998.0,488.0,9780812931013,OpenLibraryAPI,losing my virginity richard branson music airlines biography businesspeople music trade virgin group ondernemerschap,,7
Medea,Euripides,Music,Dionysus (Greek deity); Greek drama; Greek language; Readers; Translations into English; Medea (Greek mythology),3.75,8.0,1703.0,122.0,1407013998,OpenLibraryAPI,medea euripides music dionysus greek deity greek drama greek language readers translations into english medea greek mythology ,,7
The Fortress of Solitude,Jonathan Lethem,Music,Race relations; Male friendship; Teenage boys; Fiction; Bildungsromans; Racial tension,3.625,8.0,2003.0,528.0,9780375724886,OpenLibraryAPI,the fortress of solitude jonathan lethem music race relations male friendship teenage boys fiction bildungsromans racial tension,,7
Starring Elvis,James Bowser,Music,Feature films; Musical films; Love in motion pictures; Romance films; Motion picture actors and actresses,5.0,3.0,1977.0,,9780440182412,OpenLibraryAPI,starring elvis james bowser music feature films musical films love in motion pictures romance films motion picture actors and actresses,,7
Sing Backwards and Weep,Mark Lanegan,Music,"Singers, united states; Rock musicians, united states; Music, history and criticism; Singers; Biography; Rock musicians",5.0,3.0,2020.0,352.0,9781474615501,OpenLibraryAPI,sing backwards and weep mark lanegan music singers united states rock musicians united states music history and criticism singers biography rock musicians,,7
Love yourself,BTS (Musical group),Music,Korean Songs; Popular music,5.0,3.0,2017.0,,,OpenLibraryAPI,love yourself bts musical group music korean songs popular music,,7
Sick Day,Steven Banks,Music,Juvenile fiction; Stories; Rock music; Jimmy Neutron (Fictitious character); Inventors; Science fiction,5.0,3.0,2003.0,24.0,9780689858482,OpenLibraryAPI,sick day steven banks music juvenile fiction stories rock music jimmy neutron fictitious character inventors science fiction,,1
The beautiful mystery,Louise Penny,Music,Murder; Investigation; Monasteries; Armand Gamache (Fictitious character); Monks; Fiction,5.0,3.0,2012.0,448.0,9781471320378,OpenLibraryAPI,the beautiful mystery louise penny music murder investigation monasteries armand gamache fictitious character monks fiction,,7
Icebreaker,Hannah Grace,Sports,Figure skating; Hockey; Young adult; Romance; sports; enemies to lovers,3.909091,176.0,2020.0,448.0,1398525685,OpenLibraryAPI,icebreaker hannah grace sports figure skating hockey young adult romance sports enemies to lovers,,7
Maniac Magee,Jerry Spinelli,Sports,Fiction; Juvenile works; Juvenile fiction; athletes; folklore; orphans,4.108108,37.0,1990.0,184.0,9798855127560,OpenLibraryAPI,maniac magee jerry spinelli sports fiction juvenile works juvenile fiction athletes folklore orphans,,1
Bully,Penelope Douglas,Sports,contemporary; virgin heroine; second chances; enemies to lovers; bully; tortured hero,4.6363635,11.0,2013.0,336.0,9788416973149,OpenLibraryAPI,bully penelope douglas sports contemporary virgin heroine second chances enemies to lovers bully tortured hero,,7
"Big Nate, thunka, thunka, thunka",Lincoln Pierce,Sports,Middle school students; Conduct of life; Middle schools; School stories; Graphic novels; Family life,4.5833335,12.0,2016.0,174.0,1338118277,OpenLibraryAPI,big nate thunka thunka thunka lincoln pierce sports middle school students conduct of life middle schools school stories graphic novels family life,,7
Grumpy Darling,Alexandra Moody,Sports,Romance; Sports; Young adult fiction; Clean Reads,4.2272725,22.0,2025.0,400.0,9780008762261,OpenLibraryAPI,grumpy darling alexandra moody sports romance sports young adult fiction clean reads,,7
Watch me throw the ball!,Mo Willems,Sports,Fiction; Play; Elephants; Balls (Sporting goods); Pigs; Swine,4.3636365,11.0,2009.0,63.0,1536422398,OpenLibraryAPI,watch me throw the ball mo willems sports fiction play elephants balls sporting goods pigs swine,,7
Good for Me and You,Mercer Mayer,Sports,Lost and found possessions; School field trips; Board books; Fiction; Museums; Dinosaurs,4.4545455,11.0,2004.0,24.0,1417701153,OpenLibraryAPI,good for me and you mercer mayer sports lost and found possessions school field trips board books fiction museums dinosaurs,,7
Lo strano caso dei Giochi Olimpici,Elisabetta Dami,Sports,Geronimo Stilton (Fictitious character); Mice; Humorous stories; Olympics; Fiction; Children's fiction,4.714286,7.0,2004.0,128.0,9780756988036,OpenLibraryAPI,lo strano caso dei giochi olimpici elisabetta dami sports geronimo stilton fictitious character mice humorous stories olympics fiction children s fiction,,1
Gorin no sho,"Miyamoto Musashi, William Scott Wilson, Kenji Tokitsu, Brian Nishii, jose manquel, Karlo Toreles, Craig Trahan, Eric King, Z. Ferri, Renner Publishing, Rafael Arturo Herrera, Siegfried Schaarschmidt, José Manuel Pomares Olivares, Sean Michael Wilson, Chie Kutsuwada, Gerard Almirall Merlos, Victor Harris, Thomas Cleary, Alfonso Colodrón, Maisy Hatchard, 孙武 (Sun Tzu), Carlos Rubio, Makiko Sese, Munenori Yagyū",Sports,Biography; Bushido; Ciencia militar; Early works to 1800; Kendo; Management,3.7837837,37.0,1963.0,125.0,9798501241251,OpenLibraryAPI,gorin no sho miyamoto musashi william scott wilson kenji tokitsu brian nishii jose manquel karlo toreles craig trahan eric king z ferri renner publishing rafael arturo herrera siegfried schaarschmidt jos manuel pomares olivares sean michael wilson chie kutsuwada gerard almirall merlos victor harris thomas cleary alfonso colodr n maisy hatchard sun tzu carlos rubio makiko sese munenori yagy sports biography bushido ciencia militar early works to kendo management,,7
Big Nate Strikes Again,Lincoln Peirce,Sports,New York Times bestseller; nyt:series_books=2010-12-18; Humorous stories; Conduct of life; Middle schools; School sports,4.0,22.0,2010.0,224.0,0545832063,OpenLibraryAPI,big nate strikes again lincoln peirce sports new york times bestseller nyt series books humorous stories conduct of life middle schools school sports,,7
Ghost,Jason Reynolds,Sports,Sprinting; Middle schools; Self-realization; Juvenile fiction; JUVENILE FICTION / Social Issues / Friendship; Fathers and sons,4.25,12.0,2016.0,185.0,9781432863944,OpenLibraryAPI,ghost jason reynolds sports sprinting middle schools self realization juvenile fiction juvenile fiction social issues friendship fathers and sons,,1
Promise Me,Harlan Coben,Sports,Missing children in fiction; Detective and mystery stories; Sports agents; Missing children; Open Library Staff Picks; Crimes against,4.375,8.0,2006.0,431.0,9788373594968,OpenLibraryAPI,promise me harlan coben sports missing children in fiction detective and mystery stories sports agents missing children open library staff picks crimes against,,7
The Raven King,Nora Sakavic,Sports,sports; lgbt; angst; romance; drama; thriller,4.375,8.0,2013.0,298.0,9788378897514,OpenLibraryAPI,the raven king nora sakavic sports sports lgbt angst romance drama thriller,,7
Match me if you can,Susan Elizabeth Phillips,Sports,"Sports agents; Fiction; Inheritance and succession; Dating services; Fiction, romance, general; Chicago (ill.), fiction",5.0,5.0,2005.0,399.0,9780060734565,OpenLibraryAPI,match me if you can susan elizabeth phillips sports sports agents fiction inheritance and succession dating services fiction romance general chicago ill fiction,,1
Fever Pitch,Nick Hornby,Sports,Soccer; English Authors; Sports & Recreations; Nonfiction; Arsenal Football Club; Biography & Autobiography,4.6666665,6.0,1992.0,247.0,9780141045498,OpenLibraryAPI,fever pitch nick hornby sports soccer english authors sports recreations nonfiction arsenal football club biography autobiography,,7
Big Nate - Game On!,Lincoln Pierce,Sports,"Middle school students; Conduct of life; Middle schools; School stories; Juvenile fiction; Comic books, strips",4.0,19.0,2013.0,224.0,9781449432133,OpenLibraryAPI,big nate game on lincoln pierce sports middle school students conduct of life middle schools school stories juvenile fiction comic books strips,,7
Friday night lights,Buzz Bissinger,Sports,"Social aspects of Football; Permian High School (Odessa, Tex.); Social aspects; Football; nyt:sports=2014-08-10; New York Times bestseller",4.25,8.0,1990.0,367.0,9780306812828,OpenLibraryAPI,friday night lights buzz bissinger sports social aspects of football permian high school odessa tex social aspects football nyt sports new york times bestseller,,7
The most dangerous game,Richard Connell,Sports,Fiction; Hunting; Islands; survival of the fittest; animal trapping; trapping pits,3.857143,21.0,1990.0,32.0,9798768172121,OpenLibraryAPI,the most dangerous game richard connell sports fiction hunting islands survival of the fittest animal trapping trapping pits,,7
Junie B. Jones is Captain Field Day,Barbara Park,Sports,Fiction; Humor (Fiction); Juvenile fiction; Kindergarten; Kindergarten in fiction; Schools,4.6666665,6.0,2001.0,69.0,0545458137,OpenLibraryAPI,junie b jones is captain field day barbara park sports fiction humor fiction juvenile fiction kindergarten kindergarten in fiction schools,,1
How to Get Rich,"Donald Trump, Meredith McIver",Sports,Biography & Autobiography; Business; Nonfiction; Management; Success in business; Management - General,4.5,8.0,1987.0,272.0,0812965345,OpenLibraryAPI,how to get rich donald trump meredith mciver sports biography autobiography business nonfiction management success in business management general,,7
Encyclopedia of modern bodybuilding,"Arnold Schwarzenegger, Bill Dobbins",Sports,Bodybuilding; Exercise; Weight Lifting; Mr. Olympia; Workout Safety; Health,4.8,5.0,1985.0,736.0,9780720716313,OpenLibraryAPI,encyclopedia of modern bodybuilding arnold schwarzenegger bill dobbins sports bodybuilding exercise weight lifting mr olympia workout safety health,,7
Extra yarn,Mac Barnett,Sports,Humorous stories; Knitting; Yarn; Fiction; New York Times bestseller; nyt:picture_books=2012-01-28,4.8,5.0,2011.0,39.0,9781338279177,OpenLibraryAPI,extra yarn mac barnett sports humorous stories knitting yarn fiction new york times bestseller nyt picture books ,,7
The Absolutely True Diary of a Part-Time Indian,Sherman Alexie,Sports,Race relations; Young adult fiction; Indians of North America; Diaries; Spokane Indians; Juvenile fiction,3.6666667,33.0,2007.0,272.0,142876450X,OpenLibraryAPI,the absolutely true diary of a part time indian sherman alexie sports race relations young adult fiction indians of north america diaries spokane indians juvenile fiction,,7
Heated Rivalry,Rachel Reid,Sports,"Series:Game-Changers; LGTBI; Fiction, romance, contemporary; Romance; Sports Romance; Hockey",3.8947368,19.0,2019.0,375.0,9781488051241,OpenLibraryAPI,heated rivalry rachel reid sports series game changers lgtbi fiction romance contemporary romance sports romance hockey,,5
The power of one,Bryce Courtenay,Sports,"Fiction; World War, 1939-1945; Children; Conduct of life; Prisons; Apartheid",4.090909,11.0,1989.0,518.0,1740303903,OpenLibraryAPI,the power of one bryce courtenay sports fiction world war children conduct of life prisons apartheid,,7
The Front Runner,Patricia Nell Warren,Sports,Gay men; Fiction in English; Fiction; Coaches; Runners (Sports); Track and field,4.3333335,6.0,1974.0,320.0,0452260728,OpenLibraryAPI,the front runner patricia nell warren sports gay men fiction in english fiction coaches runners sports track and field,,7
La maratona pi pazza del mondo!,Elisabetta Dami,Sports,Marathon running; Juvenile fiction; Geronimo Stilton (Fictitious character); Mice; Fiction; Children's fiction,4.6,5.0,2004.0,106.0,9655454681,OpenLibraryAPI,la maratona pi pazza del mondo elisabetta dami sports marathon running juvenile fiction geronimo stilton fictitious character mice fiction children s fiction,,1
The Boys in the Boat,Daniel James Brown,Sports,"University of Washington; Olympic Games (11th : 1936 : Berlin, Germany); Rowers; Olympics; Rowing; American Participation",3.8,15.0,2013.0,410.0,9781447210986,OpenLibraryAPI,the boys in the boat daniel james brown sports university of washington olympic games th berlin germany rowers olympics rowing american participation,,7
Spy ski school,Stuart Gibbs,Sports,Juvenile fiction; Spies; Skis and skiing; Ficiton; Schools; Fiction,5.0,4.0,2016.0,350.0,9781481445634,OpenLibraryAPI,spy ski school stuart gibbs sports juvenile fiction spies skis and skiing ficiton schools fiction,,1
Among the thugs,Bill Buford,Sports,Deviant behavior; Hoodlums; Soccer; Soccer fans; Social aspects of Soccer; Spectator control,5.0,4.0,1991.0,317.0,9780749313289,OpenLibraryAPI,among the thugs bill buford sports deviant behavior hoodlums soccer soccer fans social aspects of soccer spectator control,,7
Wildfire,Hannah Grace,Sports,Fiction; romance; sports; comedy; contemporary; New York Times bestseller,3.8,20.0,2023.0,416.0,9789021485799,OpenLibraryAPI,wildfire hannah grace sports fiction romance sports comedy contemporary new york times bestseller,,7
Sandlot Peanuts,Charles M. Schulz,Sports,Baseball; Caricatures and cartoons; Cartoons and comics; Comic strips Humor; Comic strips & cartoons; Sports,3.9,10.0,1977.0,200.0,9780030226212,OpenLibraryAPI,sandlot peanuts charles m schulz sports baseball caricatures and cartoons cartoons and comics comic strips humor comic strips cartoons sports,,7
Prentice Hall Literature,"Kevin Feldman, Margaret Atwood, Ray Bradbury, Lewis Carroll, Антон Павлович Чехов, Ama Ata Aidoo, Joan Aiken, Henry Alford, Alfred Lord Tennyson, Isabel Allende, Julia Alvarez, Rudolfo A. Anaya, Maya Angelou, Alan Axelrod, Toni Cade Bambara, Basho, Gary Blackwood, Richard Brautigan, Rachel Carson, Kōnstantinos Petrou Kabaphēs, Chiyojo, Wayson Choy, Sandra Cisneros, Arthur C. Clarke, Judith Ortiz Cofer, Billy Collins, Richard Connell, Bill Cosby, Victor Hernández Cruz, E. E. Cummings, Guy de Maupassant, Jean de Sponde, Emily Dickinson, Lian Dolan, Arthur Conan Doyle, T. S. Eliot, Martín Espada, Felton, Harold W., Michael Frayn, Robert Frost, Chief Dan George, Pete Hamil, Edith Hamilton, Lorraine Hansberry, O. Henry, Όμηρος, Langston Hughes, James Hurst, Janet Kay Jensen, Lady Bird Johnson, John Kilgo, Martin Luther King Jr., Galway Kinnell, Adam Kirsch, Yusef Komunyakaa, Stanley  Kunitz, Nelson Mandela, Scott McCloud, Elizabeth McCracken, John McPhee, Edna St. Vincent Millay, Gabriela Mistral, Pat Mora, Edwin Muir, Saki, Walter Dean Myers, Rasipuram Krishnaswamy Narayan, Amy Ash Nixon, Naomi Shihab Nye, Ovid, Edgar Allan Poe, Neil Postman, Sally Ride, Franklin D. Roosevelt, Cynthia Rylant, Carl Sandburg, William Shakespeare, Leslie Marmon Silko, Isaac Bashevis Singer, Dean Smith, Gary Soto, William Stafford, May Swenson, Amy Tan, Ernest Lawrence Thayer, James Thurber, Georges-G Toudouze, Mark Twain, Derek Walcott, Alice Walker, Rebecca Walker, Shaunda Kennedy Wenger, Walt Whitman, Richard Wilbur, Oscar Wilde, William Wordsworth, Kevin Feldman",Sports,British and irish drama; Classical Literature; Conflict of generations; courtship; Criticism and interpretation; Drama,4.142857,7.0,2007.0,,9780132008037,OpenLibraryAPI,prentice hall literature kevin feldman margaret atwood ray bradbury lewis carroll ama ata aidoo joan aiken henry alford alfred lord tennyson isabel allende julia alvarez rudolfo a anaya maya angelou alan axelrod toni cade bambara basho gary blackwood richard brautigan rachel carson ko nstantinos petrou kabaphe s chiyojo wayson choy sandra cisneros arthur c clarke judith ortiz cofer billy collins richard connell bill cosby victor hern ndez cruz e e cummings guy de maupassant jean de sponde emily dickinson lian dolan arthur conan doyle t s eliot mart n espada felton harold w michael frayn robert frost chief dan george pete hamil edith hamilton lorraine hansberry o henry langston hughes james hurst janet kay jensen lady bird johnson john kilgo martin luther king jr galway kinnell adam kirsch yusef komunyakaa stanley kunitz nelson mandela scott mccloud elizabeth mccracken john mcphee edna st vincent millay gabriela mistral pat mora edwin muir saki walter dean myers rasipuram krishnaswamy narayan amy ash nixon naomi shihab nye ovid edgar allan poe neil postman sally ride franklin d roosevelt cynthia rylant carl sandburg william shakespeare leslie marmon silko isaac bashevis singer dean smith gary soto william stafford may swenson amy tan ernest lawrence thayer james thurber georges g toudouze mark twain derek walcott alice walker rebecca walker shaunda kennedy wenger walt whitman richard wilbur oscar wilde william wordsworth kevin feldman sports british and irish drama classical literature conflict of generations courtship criticism and interpretation drama,,7
Quidditch Through the Ages,J. K. Rowling,Sports,Miscellanea; Sports; Fantasy; History; Quidditch; Games,3.53125,32.0,2001.0,96.0,8869182584,OpenLibraryAPI,quidditch through the ages j k rowling sports miscellanea sports fantasy history quidditch games,,7
It had to be you,"Susan Elizabeth Phillips, Susan Elizabeth Phillips, Susan Phillips",Sports,Fiction; Football team owners; Football teams; Chicago Stars Series; Romance; Man-woman relationships,4.125,8.0,1994.0,384.0,0751513539,OpenLibraryAPI,it had to be you susan elizabeth phillips susan elizabeth phillips susan phillips sports fiction football team owners football teams chicago stars series romance man woman relationships,,7
The Life and Times of the Thunderbolt Kid,Bill Bryson,Sports,Nonfiction; Travel writers; Biography & Autobiography; Biography; nyt:sports=2014-08-10; New York Times bestseller,4.125,8.0,2006.0,288.0,0552153656,OpenLibraryAPI,the life and times of the thunderbolt kid bill bryson sports nonfiction travel writers biography autobiography biography nyt sports new york times bestseller,,7
